933	7
827	3
1117	4
949	7
848	11
193	6
1289	9
372	3
1687	1
950	5
1739	6
904	4
1365	10
540	7
1356	8
1692	0
679	3
955	2
1652	6
101	5
793	6
411	7
1666	6
978	10
1545	10
534	4
463	9
1634	1
298	6
1788	0
650	2
1751	1
907	11
212	7
82	2
943	2
1058	5
1549	9
1535	4
438	2
243	0
1676	4
15	3
553	0
839	8
1164	2
387	8
1311	6
1066	6
1319	11
578	11
132	8
1773	6
1296	6
834	2
1510	11
1598	6
50	5
1605	7
296	4
874	6
1771	9
1156	0
353	11
1395	0
1120	0
1373	2
216	6
426	3
1710	2
1081	9
1579	10
1731	11
756	0
1408	2
1354	11
1565	4
77	5
1774	11
127	3
70	7
255	2
1281	7
853	2
904	6
961	11
1312	7
795	7
1625	10
315	4
1221	5
1742	2
1711	10
1103	8
409	8
1376	3
1177	2
1295	7
1339	10
290	3
1748	9
1199	10
1366	10
1769	6
1306	0
1633	10
346	6
845	10
245	10
1554	4
751	11
1765	11
805	5
1455	4
1022	5
562	10
614	11
1597	5
798	0
806	1
644	10
1513	0
830	6
1195	5
885	3
1487	3
1269	5
432	6
1615	10
1722	9
1086	6
1042	1
861	1
69	6
204	4
846	9
1254	6
867	0
987	7
38	11
1708	6
1730	3
1770	9
1250	2
50	1
1494	0
750	5
958	9
989	1
157	5
623	5
549	7
321	11
386	2
1176	4
869	7
965	1
1272	3
1719	0
122	5
877	0
1712	5
1668	4
1472	3
1277	8
592	3
1028	5
875	9
601	8
1529	5
1104	10
510	7
1590	6
1142	11
857	0
1643	5
1218	8
1347	8
1712	3
292	7
718	0
216	5
399	3
406	7
364	5
612	8
1472	5
391	8
48	5
1708	7
282	0
807	8
1618	6
771	6
1040	7
151	9
551	10
660	7
1761	11
1032	0
1694	4
894	2
646	3
1421	10
6	3
813	0
557	1
571	9
1655	1
679	5
740	5
53	4
1679	8
1095	6
437	7
341	1
1129	3
1714	8
300	1
262	8
1568	6
897	6
37	7
1165	6
1092	2
1281	8
1279	0
1308	2
563	0
1353	5
794	5
105	9
1773	7
1215	11
224	3
1608	10
534	0
781	6
1514	6
1719	11
1318	0
98	1
1178	0
979	8
1715	9
553	6
301	4
1303	9
1786	1
827	8
1112	10
259	6
841	10
253	0
847	11
647	6
924	9
716	4
400	4
721	4
1288	1
531	8
1701	6
160	4
737	6
777	1
485	3
1221	7
195	10
325	8
610	8
1766	9
83	11
310	4
695	8
121	8
393	6
1629	7
306	7
895	10
1331	3
1694	10
1251	11
1074	9
1504	8
820	2
1246	7
1044	8
1492	9
1457	0
326	1
363	5
1781	2
860	11
20	3
1423	0
203	0
1236	9
1439	7
327	7
691	5
370	7
1361	10
1103	9
396	4
1606	1
1444	6
1592	1
1246	8
1262	1
466	11
244	10
364	8
863	5
1125	10
72	5
892	6
405	0
271	3
197	0
361	0
537	6
74	6
1001	4
474	1
59	10
900	9
109	3
973	1
532	9
873	8
1691	2
1593	8
998	5
49	3
652	7
466	6
350	4
1	8
549	8
877	2
246	5
1628	3
760	0
1317	11
1527	7
1566	6
1621	1
1173	0
32	6
1207	8
1087	0
